Area,mask,Pollutant,data_source,emis_y,inv_y,sec_EMEP,sec_GNFR,sec_SNAP,sec_long,time_res,emis_t_tot_masked,t1,tsum,tot_tres_ratio
ie,terrestrial,pm25,masked,2021,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,6684.37748640004,6684.37748640004,6684.37748640004,1
ie,sea,pm25,masked,2021,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0.13606242515705,0.13606242515705,0.13606242515705,1
ie,outwith,pm25,masked,2021,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0,0,0,
uk,terrestrial,pm25,masked,2021,2024,sec04,D_Fugitive,5,Fugitive,annual,7.66907500701226,7.66907500701226,7.66907500701226,1
uk,sea,pm25,masked,2021,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
uk,outwith,pm25,masked,2021,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
ie,terrestrial,pm25,masked,2021,2024,sec04,D_Fugitive,5,Fugitive,annual,1.58275274186252,1.58275274186252,1.58275274186252,1
ie,sea,pm25,masked,2021,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
ie,outwith,pm25,masked,2021,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
uk,terrestrial,pm25,masked,2021,2024,sec05,E_Solvents,6,Solvents,annual,1505.91788651635,1505.91788651635,1505.91788651635,1
uk,sea,pm25,masked,2021,2024,sec05,E_Solvents,6,Solvents,annual,0.000916186252133099,0.000916186252133099,0.000916186252133099,1
uk,outwith,pm25,masked,2021,2024,sec05,E_Solvents,6,Solvents,annual,0,0,0,
ie,terrestrial,pm25,masked,2021,2024,sec05,E_Solvents,6,Solvents,annual,126.34054638254,126.34054638254,126.34054638254,1
ie,sea,pm25,masked,2021,2024,sec05,E_Solvents,6,Solvents,annual,0,0,0,
ie,outwith,pm25,masked,2021,2024,sec05,E_Solvents,6,Solvents,annual,0,0,0,
uk,terrestrial,pm25,masked,2021,2024,sec06,F_RoadTransport,7,RoadTransport,annual,17019.0031007342,17019.0031007342,17019.0031007342,1
uk,sea,pm25,masked,2021,2024,sec06,F_RoadTransport,7,RoadTransport,annual,0.00374232118075775,0.00374232118075775,0.00374232118075775,1
uk,outwith,pm25,masked,2021,2024,sec06,F_RoadTransport,7,RoadTransport,annual,0,0,0,
ie,terrestrial,pm25,masked,2021,2024,sec06,F_RoadTransport,7,RoadTransport,annual,1209.92140260312,1209.92140260312,1209.92140260312,1
ie,sea,pm25,masked,2021,2024,sec06,F_RoadTransport,7,RoadTransport,annual,0,0,0,
ie,outwith,pm25,masked,2021,2024,sec06,F_RoadTransport,7,RoadTransport,annual,0,0,0,
uk,terrestrial,pm25,masked,2021,2024,sec07,G_Shipping,8,Shipping,annual,0,0,0,
uk,sea,pm25,masked,2021,2024,sec07,G_Shipping,8,Shipping,annual,0,0,0,
uk,outwith,pm25,masked,2021,2024,sec07,G_Shipping,8,Shipping,annual,0,0,0,
ie,terrestrial,pm25,masked,2021,2024,sec07,G_Shipping,8,Shipping,annual,22.2102887103019,22.2102887103019,22.2102887103019,1
ie,sea,pm25,masked,2021,2024,sec07,G_Shipping,8,Shipping,annual,51.0321240459403,51.0321240459403,51.0321240459403,1
ie,outwith,pm25,masked,2021,2024,sec07,G_Shipping,8,Shipping,annual,26.3393581883311,26.3393581883311,26.3393581883311,1
uk,terrestrial,pm25,masked,2021,2024,sec08,H_Aviation,8,Aviation,annual,0,0,0,
uk,sea,pm25,masked,2021,2024,sec08,H_Aviation,8,Aviation,annual,0,0,0,
uk,outwith,pm25,masked,2021,2024,sec08,H_Aviation,8,Aviation,annual,0,0,0,
ie,terrestrial,pm25,masked,2021,2024,sec08,H_Aviation,8,Aviation,annual,3.91681217004855,3.91681217004855,3.91681217004855,1
ie,sea,pm25,masked,2021,2024,sec08,H_Aviation,8,Aviation,annual,1.99579514549299e-05,1.99579514549299e-05,1.99579514549299e-05,1
ie,outwith,pm25,masked,2021,2024,sec08,H_Aviation,8,Aviation,annual,0,0,0,
uk,terrestrial,pm25,masked,2021,2024,sec09,I_Offroad,8,Offroad,annual,3264.83246988726,3264.83246988726,3264.83246988726,1
uk,sea,pm25,masked,2021,2024,sec09,I_Offroad,8,Offroad,annual,537.946007575379,537.946007575379,537.946007575379,1
uk,outwith,pm25,masked,2021,2024,sec09,I_Offroad,8,Offroad,annual,3119.76638862616,3119.76638862616,3119.76638862616,1
ie,terrestrial,pm25,masked,2021,2024,sec09,I_Offroad,8,Offroad,annual,123.288452993732,123.288452993732,123.288452993732,1
ie,sea,pm25,masked,2021,2024,sec09,I_Offroad,8,Offroad,annual,2.10733111226246,2.10733111226246,2.10733111226246,1
ie,outwith,pm25,masked,2021,2024,sec09,I_Offroad,8,Offroad,annual,8.89668838271072,8.89668838271072,8.89668838271072,1
uk,terrestrial,pm25,masked,2021,2024,sec10,J_Waste,9,Waste,annual,5240.0910377399,5240.0910377399,5240.0910377399,1
uk,sea,pm25,masked,2021,2024,sec10,J_Waste,9,Waste,annual,0.0410775773599057,0.0410775773599057,0.0410775773599057,1
uk,outwith,pm25,masked,2021,2024,sec10,J_Waste,9,Waste,annual,0,0,0,
ie,terrestrial,pm25,masked,2021,2024,sec10,J_Waste,9,Waste,annual,217.873535770921,217.873535770921,217.873535770921,1
ie,sea,pm25,masked,2021,2024,sec10,J_Waste,9,Waste,annual,0,0,0,
ie,outwith,pm25,masked,2021,2024,sec10,J_Waste,9,Waste,annual,0,0,0,
uk,terrestrial,pm25,masked,2021,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,2796.0363072042,2796.0363072042,2796.0363072042,1
uk,sea,pm25,masked,2021,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,0.0499965777562587,0.0499965777562587,0.0499965777562587,1
uk,outwith,pm25,masked,2021,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,0,0,0,
ie,terrestrial,pm25,masked,2021,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,786.608542933123,786.608542933123,786.608542933123,1
ie,sea,pm25,masked,2021,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,0,0,0,
ie,outwith,pm25,masked,2021,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,0,0,0,
uk,terrestrial,pm25,masked,2021,2024,sec12,L_AgriOther,10,AgriOther,annual,0,0,0,
uk,sea,pm25,masked,2021,2024,sec12,L_AgriOther,10,AgriOther,annual,0,0,0,
uk,outwith,pm25,masked,2021,2024,sec12,L_AgriOther,10,AgriOther,annual,0,0,0,
ie,terrestrial,pm25,masked,2021,2024,sec12,L_AgriOther,10,AgriOther,annual,51.9865981481884,51.9865981481884,51.9865981481884,1
ie,sea,pm25,masked,2021,2024,sec12,L_AgriOther,10,AgriOther,annual,5.18518112830253e-05,5.18518112830253e-05,5.18518112830253e-05,1
ie,outwith,pm25,masked,2021,2024,sec12,L_AgriOther,10,AgriOther,annual,0,0,0,
uk,terrestrial,pm25,masked,2021,2024,sec13,M_Other,11,Other,annual,2211.68369132721,2211.68369132721,2211.68369132721,1
uk,sea,pm25,masked,2021,2024,sec13,M_Other,11,Other,annual,0.00103140831046456,0.00103140831046456,0.00103140831046456,1
uk,outwith,pm25,masked,2021,2024,sec13,M_Other,11,Other,annual,0,0,0,
ie,terrestrial,pm25,masked,2021,2024,sec13,M_Other,11,Other,annual,0,0,0,
ie,sea,pm25,masked,2021,2024,sec13,M_Other,11,Other,annual,0,0,0,
ie,outwith,pm25,masked,2021,2024,sec13,M_Other,11,Other,annual,0,0,0,
