Area,mask,Pollutant,data_source,emis_y,inv_y,sec_EMEP,sec_GNFR,sec_SNAP,sec_long,time_res,emis_t_tot_masked,t1,tsum,tot_tres_ratio
uk,terrestrial,pm25,masked,2022,2024,sec01,A_PublicPower,1,PublicPower,annual,1400.2213095916,1400.2213095916,1400.2213095916,1
uk,sea,pm25,masked,2022,2024,sec01,A_PublicPower,1,PublicPower,annual,0.00851509442918434,0.00851509442918434,0.00851509442918434,1
uk,outwith,pm25,masked,2022,2024,sec01,A_PublicPower,1,PublicPower,annual,573.456859690085,573.456859690085,573.456859690085,1
ie,terrestrial,pm25,masked,2022,2024,sec01,A_PublicPower,1,PublicPower,annual,435.587153530186,435.587153530186,435.587153530186,1
ie,sea,pm25,masked,2022,2024,sec01,A_PublicPower,1,PublicPower,annual,0,0,0,
ie,outwith,pm25,masked,2022,2024,sec01,A_PublicPower,1,PublicPower,annual,0,0,0,
uk,terrestrial,pm25,masked,2022,2024,sec02,B_Industry,3,Industry,annual,15587.4121526832,15587.4121526832,15587.4121526832,1
uk,sea,pm25,masked,2022,2024,sec02,B_Industry,3,Industry,annual,1.81688546260548,1.81688546260548,1.81688546260548,1
uk,outwith,pm25,masked,2022,2024,sec02,B_Industry,3,Industry,annual,0,0,0,
ie,terrestrial,pm25,masked,2022,2024,sec02,B_Industry,3,Industry,annual,2345.84874965363,2345.84874965363,2345.84874965363,1
ie,sea,pm25,masked,2022,2024,sec02,B_Industry,3,Industry,annual,0.0208775836243154,0.0208775836243154,0.0208775836243154,1
ie,outwith,pm25,masked,2022,2024,sec02,B_Industry,3,Industry,annual,0.000260938820251964,0.000260938820251964,0.000260938820251964,1
uk,terrestrial,pm25,masked,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,20666.907694304,20666.907694304,20666.907694304,1
uk,sea,pm25,masked,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0.0356412132828997,0.0356412132828997,0.0356412132828997,1
uk,outwith,pm25,masked,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0,0,0,
ie,terrestrial,pm25,masked,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,5269.50516167939,5269.50516167939,5269.50516167939,1
ie,sea,pm25,masked,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0.107262292282933,0.107262292282933,0.107262292282933,1
ie,outwith,pm25,masked,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0,0,0,
uk,terrestrial,pm25,masked,2022,2024,sec04,D_Fugitive,5,Fugitive,annual,4.7238250042808,4.7238250042808,4.7238250042808,1
uk,sea,pm25,masked,2022,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
uk,outwith,pm25,masked,2022,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
ie,terrestrial,pm25,masked,2022,2024,sec04,D_Fugitive,5,Fugitive,annual,1.53376145695631,1.53376145695631,1.53376145695631,1
ie,sea,pm25,masked,2022,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
ie,outwith,pm25,masked,2022,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
uk,terrestrial,pm25,masked,2022,2024,sec05,E_Solvents,6,Solvents,annual,1761.68164322325,1761.68164322325,1761.68164322325,1
uk,sea,pm25,masked,2022,2024,sec05,E_Solvents,6,Solvents,annual,0.0010717905116926,0.0010717905116926,0.0010717905116926,1
uk,outwith,pm25,masked,2022,2024,sec05,E_Solvents,6,Solvents,annual,0,0,0,
ie,terrestrial,pm25,masked,2022,2024,sec05,E_Solvents,6,Solvents,annual,126.741923481581,126.741923481581,126.741923481581,1
ie,sea,pm25,masked,2022,2024,sec05,E_Solvents,6,Solvents,annual,0,0,0,
ie,outwith,pm25,masked,2022,2024,sec05,E_Solvents,6,Solvents,annual,0,0,0,
uk,terrestrial,pm25,masked,2022,2024,sec06,F_RoadTransport,7,RoadTransport,annual,17872.5115031142,17872.5115031142,17872.5115031142,1
uk,sea,pm25,masked,2022,2024,sec06,F_RoadTransport,7,RoadTransport,annual,0.00392999977469641,0.00392999977469641,0.00392999977469641,1
uk,outwith,pm25,masked,2022,2024,sec06,F_RoadTransport,7,RoadTransport,annual,0,0,0,
ie,terrestrial,pm25,masked,2022,2024,sec06,F_RoadTransport,7,RoadTransport,annual,1262.51182666388,1262.51182666388,1262.51182666388,1
ie,sea,pm25,masked,2022,2024,sec06,F_RoadTransport,7,RoadTransport,annual,0,0,0,
ie,outwith,pm25,masked,2022,2024,sec06,F_RoadTransport,7,RoadTransport,annual,0,0,0,
uk,terrestrial,pm25,masked,2022,2024,sec07,G_Shipping,8,Shipping,annual,0,0,0,
uk,sea,pm25,masked,2022,2024,sec07,G_Shipping,8,Shipping,annual,0,0,0,
uk,outwith,pm25,masked,2022,2024,sec07,G_Shipping,8,Shipping,annual,0,0,0,
ie,terrestrial,pm25,masked,2022,2024,sec07,G_Shipping,8,Shipping,annual,18.4501378265145,18.4501378265145,18.4501378265145,1
ie,sea,pm25,masked,2022,2024,sec07,G_Shipping,8,Shipping,annual,42.3925026148208,42.3925026148208,42.3925026148208,1
ie,outwith,pm25,masked,2022,2024,sec07,G_Shipping,8,Shipping,annual,21.8801653222648,21.8801653222648,21.8801653222648,1
uk,terrestrial,pm25,masked,2022,2024,sec08,H_Aviation,8,Aviation,annual,0,0,0,
uk,sea,pm25,masked,2022,2024,sec08,H_Aviation,8,Aviation,annual,0,0,0,
uk,outwith,pm25,masked,2022,2024,sec08,H_Aviation,8,Aviation,annual,0,0,0,
ie,terrestrial,pm25,masked,2022,2024,sec08,H_Aviation,8,Aviation,annual,9.36972537995897,9.36972537995897,9.36972537995897,1
ie,sea,pm25,masked,2022,2024,sec08,H_Aviation,8,Aviation,annual,4.77430410651854e-05,4.77430410651854e-05,4.77430410651854e-05,1
ie,outwith,pm25,masked,2022,2024,sec08,H_Aviation,8,Aviation,annual,0,0,0,
uk,terrestrial,pm25,masked,2022,2024,sec09,I_Offroad,8,Offroad,annual,3192.27955658314,3192.27955658314,3192.27955658314,1
uk,sea,pm25,masked,2022,2024,sec09,I_Offroad,8,Offroad,annual,525.991473794584,525.991473794584,525.991473794584,1
uk,outwith,pm25,masked,2022,2024,sec09,I_Offroad,8,Offroad,annual,3050.43721403255,3050.43721403255,3050.43721403255,1
ie,terrestrial,pm25,masked,2022,2024,sec09,I_Offroad,8,Offroad,annual,142.782465247235,142.782465247235,142.782465247235,1
ie,sea,pm25,masked,2022,2024,sec09,I_Offroad,8,Offroad,annual,2.44053618968146,2.44053618968146,2.44053618968146,1
ie,outwith,pm25,masked,2022,2024,sec09,I_Offroad,8,Offroad,annual,10.3034069207132,10.3034069207132,10.3034069207132,1
uk,terrestrial,pm25,masked,2022,2024,sec10,J_Waste,9,Waste,annual,4822.62752221032,4822.62752221032,4822.62752221032,1
uk,sea,pm25,masked,2022,2024,sec10,J_Waste,9,Waste,annual,0.03780571585632,0.03780571585632,0.03780571585632,1
uk,outwith,pm25,masked,2022,2024,sec10,J_Waste,9,Waste,annual,0,0,0,
ie,terrestrial,pm25,masked,2022,2024,sec10,J_Waste,9,Waste,annual,242.229470876751,242.229470876751,242.229470876751,1
ie,sea,pm25,masked,2022,2024,sec10,J_Waste,9,Waste,annual,0,0,0,
ie,outwith,pm25,masked,2022,2024,sec10,J_Waste,9,Waste,annual,0,0,0,
uk,terrestrial,pm25,masked,2022,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,2745.03439810239,2745.03439810239,2745.03439810239,1
uk,sea,pm25,masked,2022,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,0.0490846007166342,0.0490846007166342,0.0490846007166342,1
uk,outwith,pm25,masked,2022,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,0,0,0,
ie,terrestrial,pm25,masked,2022,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,788.734910049372,788.734910049372,788.734910049372,1
ie,sea,pm25,masked,2022,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,0,0,0,
ie,outwith,pm25,masked,2022,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,0,0,0,
uk,terrestrial,pm25,masked,2022,2024,sec12,L_AgriOther,10,AgriOther,annual,0,0,0,
uk,sea,pm25,masked,2022,2024,sec12,L_AgriOther,10,AgriOther,annual,0,0,0,
uk,outwith,pm25,masked,2022,2024,sec12,L_AgriOther,10,AgriOther,annual,0,0,0,
ie,terrestrial,pm25,masked,2022,2024,sec12,L_AgriOther,10,AgriOther,annual,54.305195835602,54.305195835602,54.305195835602,1
ie,sea,pm25,masked,2022,2024,sec12,L_AgriOther,10,AgriOther,annual,5.41643974881534e-05,5.41643974881534e-05,5.41643974881534e-05,1
ie,outwith,pm25,masked,2022,2024,sec12,L_AgriOther,10,AgriOther,annual,0,0,0,
uk,terrestrial,pm25,masked,2022,2024,sec13,M_Other,11,Other,annual,2240.92841576418,2240.92841576418,2240.92841576418,1
uk,sea,pm25,masked,2022,2024,sec13,M_Other,11,Other,annual,0.00104504645046619,0.00104504645046619,0.00104504645046619,1
uk,outwith,pm25,masked,2022,2024,sec13,M_Other,11,Other,annual,0,0,0,
ie,terrestrial,pm25,masked,2022,2024,sec13,M_Other,11,Other,annual,0,0,0,
ie,sea,pm25,masked,2022,2024,sec13,M_Other,11,Other,annual,0,0,0,
ie,outwith,pm25,masked,2022,2024,sec13,M_Other,11,Other,annual,0,0,0,
