Area,mask,Pollutant,data_source,emis_y,inv_y,sec_EMEP,sec_GNFR,sec_SNAP,sec_long,time_res,emis_t_tot_masked,t1,tsum,tot_tres_ratio
uk,terrestrial,co,masked,2020,2024,sec01,A_PublicPower,1,PublicPower,annual,44843.6653819586,44843.6653819586,44843.6653819586,1
uk,sea,co,masked,2020,2024,sec01,A_PublicPower,1,PublicPower,annual,99.1374754222559,99.1374754222559,99.1374754222559,1
uk,outwith,co,masked,2020,2024,sec01,A_PublicPower,1,PublicPower,annual,24038.0876996306,24038.0876996306,24038.0876996306,1
ie,terrestrial,co,masked,2020,2024,sec01,A_PublicPower,1,PublicPower,annual,6641.06818885314,6641.06818885314,6641.06818885314,1
ie,sea,co,masked,2020,2024,sec01,A_PublicPower,1,PublicPower,annual,0,0,0,
ie,outwith,co,masked,2020,2024,sec01,A_PublicPower,1,PublicPower,annual,0,0,0,
uk,terrestrial,co,masked,2020,2024,sec02,B_Industry,3,Industry,annual,294917.1225237,294917.1225237,294917.1225237,1
uk,sea,co,masked,2020,2024,sec02,B_Industry,3,Industry,annual,0.465377189873746,0.465377189873746,0.465377189873746,1
uk,outwith,co,masked,2020,2024,sec02,B_Industry,3,Industry,annual,0,0,0,
ie,terrestrial,co,masked,2020,2024,sec02,B_Industry,3,Industry,annual,9141.51010915761,9141.51010915761,9141.51010915761,1
ie,sea,co,masked,2020,2024,sec02,B_Industry,3,Industry,annual,0.103072818143077,0.103072818143077,0.103072818143077,1
ie,outwith,co,masked,2020,2024,sec02,B_Industry,3,Industry,annual,0,0,0,
uk,terrestrial,co,masked,2020,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,241950.482192703,241950.482192703,241950.482192703,1
uk,sea,co,masked,2020,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0.292144735896095,0.292144735896095,0.292144735896095,1
uk,outwith,co,masked,2020,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0,0,0,
ie,terrestrial,co,masked,2020,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,85168.2175263851,85168.2175263851,85168.2175263851,1
ie,sea,co,masked,2020,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,2.17876729132528,2.17876729132528,2.17876729132528,1
ie,outwith,co,masked,2020,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0,0,0,
uk,terrestrial,co,masked,2020,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
uk,sea,co,masked,2020,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
uk,outwith,co,masked,2020,2024,sec04,D_Fugitive,5,Fugitive,annual,53.3199999999999,53.3199999999999,53.3199999999999,1
ie,terrestrial,co,masked,2020,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
ie,sea,co,masked,2020,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
ie,outwith,co,masked,2020,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
uk,terrestrial,co,masked,2020,2024,sec05,E_Solvents,6,Solvents,annual,1879.28834408737,1879.28834408737,1879.28834408737,1
uk,sea,co,masked,2020,2024,sec05,E_Solvents,6,Solvents,annual,0.00116230381263523,0.00116230381263523,0.00116230381263523,1
uk,outwith,co,masked,2020,2024,sec05,E_Solvents,6,Solvents,annual,0,0,0,
ie,terrestrial,co,masked,2020,2024,sec05,E_Solvents,6,Solvents,annual,183.229313552498,183.229313552498,183.229313552498,1
ie,sea,co,masked,2020,2024,sec05,E_Solvents,6,Solvents,annual,0,0,0,
ie,outwith,co,masked,2020,2024,sec05,E_Solvents,6,Solvents,annual,0,0,0,
uk,terrestrial,co,masked,2020,2024,sec06,F_RoadTransport,7,RoadTransport,annual,205290.394446559,205290.394446559,205290.394446559,1
uk,sea,co,masked,2020,2024,sec06,F_RoadTransport,7,RoadTransport,annual,0.379457916682537,0.379457916682537,0.379457916682537,1
